acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,mag_x,mag_y,mag_z
0.01220703125,0.50048828125,10.3466796875,0.3053435114503817,1.7404580152671756,0.6412213740458015,-30.17578125,126.73828125,-37.125
-0.01708984375,0.50048828125,10.33447265625,0.8091603053435115,0.41221374045801523,0.24427480916030533,-31.3828125,126.73828125,-37.125
-0.00732421875,0.5322265625,10.2783203125,0.3053435114503817,1.4198473282442747,4.045801526717557,-30.17578125,127.9453125,-39.4453125
0.04638671875,0.498046875,10.29541015625,-0.6870229007633587,3.4045801526717554,-1.0076335877862594,-31.3828125,126.73828125,-35.96484375
0,0.5029296875,10.2099609375,-0.33587786259541985,0.2900763358778626,-3.5725190839694654,-30.17578125,127.9453125,-37.125
-0.009765625,0.4443359375,10.26123046875,-0.32061068702290074,2,0.030534351145038167,-31.3828125,129.15234375,-37.125
0.02685546875,0.498046875,10.2197265625,0.7022900763358778,-0.015267175572519083,-1.0076335877862594,-28.96875,127.9453125,-37.125
0.12451171875,0.48095703125,10.48583984375,-1.450381679389313,1.5114503816793892,-3.66412213740458,-32.58984375,129.15234375,-37.125
0.009765625,0.4931640625,10.2685546875,-1.0229007633587786,-0.4427480916030534,-0.0916030534351145,-28.96875,129.15234375,-37.125
-0.00244140625,0.50537109375,10.2978515625,-0.07633587786259542,-3.145038167938931,-0.8702290076335878,-31.3828125,127.9453125,-33.64453125
0.0537109375,0.5419921875,10.35400390625,-0.16793893129770993,2.9618320610687023,1.5267175572519083,-31.3828125,129.15234375,-38.28515625
0.32470703125,0.546875,9.9853515625,-1.816793893129771,-0.04580152671755725,-2.900763358778626,-28.96875,127.9453125,-38.28515625
-0.04150390625,0.37109375,10.1611328125,1.4351145038167938,-1.114503816793893,1.3129770992366412,-31.3828125,129.15234375,-37.125
-0.09521484375,0.5224609375,10.3466796875,0.183206106870229,0.2900763358778626,-1.3893129770992365,-28.96875,126.73828125,-35.96484375
0.0244140625,0.517578125,10.3466796875,-1.0687022900763359,-0.7175572519083969,-1.3282442748091603,-28.96875,127.9453125,-37.125
0.09765625,0.62255859375,10.31005859375,-0.7633587786259541,1.4198473282442747,-1.450381679389313,-30.17578125,126.73828125,-37.125
0.2783203125,0.5615234375,10.1025390625,2.198473282442748,-6.65648854961832,-4.519083969465648,-30.17578125,125.53125,-39.4453125
-0.05859375,0.69580078125,10.42724609375,1.3282442748091603,-3.1908396946564883,0.732824427480916,-30.17578125,126.73828125,-38.28515625
0.02197265625,0.58349609375,10.24658203125,0.10687022900763359,-3.5572519083969465,3.450381679389313,-30.17578125,127.9453125,-38.28515625
-0.03173828125,0.4638671875,10.3125,0.38167938931297707,-1.66412213740458,4.564885496183206,-30.17578125,125.53125,-37.125
-0.0244140625,0.556640625,10.25146484375,0.2748091603053435,1.4351145038167938,2.732824427480916,-30.17578125,129.15234375,-35.96484375
-0.00732421875,0.5078125,10.3369140625,0.5801526717557252,-0.030534351145038167,-0.8702290076335878,-28.96875,126.73828125,-39.4453125
-0.00732421875,0.51025390625,10.32958984375,1.3435114503816794,0.8091603053435115,-0.47328244274809156,-30.17578125,126.73828125,-38.28515625
0.02197265625,0.5322265625,10.2685546875,-0.41221374045801523,1.1450381679389312,-0.7938931297709924,-31.3828125,125.53125,-34.8046875
0.01220703125,0.52978515625,10.26611328125,-0.2595419847328244,-0.5801526717557252,-0.7633587786259541,-28.96875,129.15234375,-38.28515625
0.04638671875,0.51513671875,10.302734375,-0.8396946564885496,-1.3435114503816794,0.7786259541984732,-32.58984375,130.359375,-38.28515625
0.0244140625,0.48828125,10.302734375,0.10687022900763359,-0.32061068702290074,-0.41221374045801523,-30.17578125,127.9453125,-38.28515625
-0.01220703125,0.4736328125,10.33447265625,1.3129770992366412,-1.4198473282442747,2.229007633587786,-30.17578125,126.73828125,-35.96484375
0.03173828125,0.5615234375,10.31494140625,-1.2519083969465647,2.3664122137404577,2.7938931297709924,-30.17578125,125.53125,-37.125
0.029296875,0.498046875,10.31494140625,-0.564885496183206,-1.66412213740458,1.6946564885496183,-30.17578125,126.73828125,-38.28515625
0.03173828125,0.52490234375,10.3125,0.10687022900763359,-0.32061068702290074,1.4198473282442747,-31.3828125,127.9453125,-38.28515625
0.009765625,0.4833984375,10.3125,-0.564885496183206,-1.8778625954198473,-0.2748091603053435,-31.3828125,130.359375,-35.96484375
-0.02685546875,0.6201171875,10.29541015625,-1.465648854961832,-0.5343511450381679,1.282442748091603,-28.96875,130.359375,-37.125
0.009765625,0.48828125,10.302734375,-0.183206106870229,-0.16793893129770993,0.8091603053435115,-28.96875,125.53125,-35.96484375
0.01220703125,0.52490234375,10.2392578125,-0.183206106870229,-0.7175572519083969,-0.5343511450381679,-31.3828125,130.359375,-38.28515625
0.05126953125,0.47607421875,10.3076171875,0.366412213740458,-0.366412213740458,-1.4809160305343512,-31.3828125,125.53125,-37.125
-0.00732421875,0.4931640625,10.21728515625,0.9312977099236641,0.7938931297709924,-0.8549618320610687,-30.17578125,125.53125,-33.64453125
0.01953125,0.5078125,10.29296875,-0.015267175572519083,0.6412213740458015,0.7022900763358778,-32.58984375,127.9453125,-39.4453125
0.03173828125,0.51025390625,10.30517578125,0.16793893129770993,-2.2748091603053435,2.916030534351145,-31.3828125,124.32421875,-38.28515625
-0.02685546875,0.5419921875,10.3515625,0.015267175572519083,1.648854961832061,-0.916030534351145,-30.17578125,126.73828125,-38.28515625
0.048828125,0.51025390625,10.30517578125,-0.13740458015267176,-0.3969465648854962,-1.099236641221374,-28.96875,127.9453125,-38.28515625
0.01708984375,0.51025390625,10.2685546875,0.7633587786259541,-0.0916030534351145,1.129770992366412,-30.17578125,127.9453125,-39.4453125
0.03173828125,0.5029296875,10.26611328125,-0.7786259541984732,-0.9465648854961831,2.2900763358778624,-30.17578125,124.32421875,-37.125
