acc_x,acc_y,acc_z
0.114925,0.253793,9.943423
0.112531,0.272947,9.929058
0.095771,0.272947,9.945818
0.122108,0.272947,9.926663
0.117319,0.268159,9.936240
0.112531,0.268159,9.917087
0.107742,0.272947,9.926663
0.124502,0.265765,9.945818
0.119714,0.258582,9.931452
0.119714,0.263370,9.926663
0.100560,0.260976,9.933846
0.122108,0.268159,9.955395
0.114925,0.244216,9.926663
0.119714,0.272947,9.936240
0.114925,0.260976,9.924269
0.117319,0.272947,9.926663
0.126897,0.258582,9.919480
0.110137,0.265765,9.948212
0.131685,0.272947,9.917087
0.112531,0.280130,9.938635
0.119714,0.275342,9.900327
0.112531,0.282524,9.964972
0.134079,0.272947,9.929058
0.122108,0.268159,9.931452
0.122108,0.270553,9.933846
0.117319,0.263370,9.931452
0.129291,0.265765,9.948212
0.107742,0.292102,9.938635
0.119714,0.260976,9.945818
0.114925,0.292102,9.926663
0.112531,0.284919,9.943423
0.122108,0.260976,9.938635
0.122108,0.263370,9.945818
0.098165,0.265765,9.929058
0.098165,0.275342,9.931452
0.112531,0.260976,9.917087
0.117319,0.277736,9.933846
0.112531,0.263370,9.936240
0.126897,0.265765,9.948212
0.119714,0.268159,9.921875
0.131685,0.270553,9.936240
0.249005,0.239427,9.921875
6.598621,0.079011,9.924269
2.439766,0.263370,9.938635
1.089395,0.677580,9.981731
-0.584203,0.665608,9.902720
-1.096578,0.203513,9.938635
-1.625713,-0.239427,9.869201
-1.465296,0.014366,9.924269
-1.939363,0.057463,10.053560
-1.604164,-0.086194,9.931452
0.110137,0.270553,9.938635
0.086194,0.263370,9.905115
0.136474,0.282524,9.955395
0.129291,0.265765,9.926663
0.114925,0.268159,9.941029
0.122108,0.270553,9.919480
0.126897,0.263370,9.948212
0.126897,0.282524,9.907509
0.136474,0.282524,9.931452
0.124502,0.268159,9.924269
0.129291,0.280130,9.936240
0.119714,0.265765,9.936240
0.124502,0.275342,9.943423
0.134079,0.272947,9.943423
0.126897,0.270553,9.933846
0.122108,0.260976,9.921875
0.119714,0.280130,9.938635
0.119714,0.275342,9.914692
0.131685,0.268159,9.936240
0.129291,0.275342,9.936240
0.126897,0.263370,9.933846
0.119714,0.265765,9.931452
0.122108,0.258582,9.919480
0.141262,0.272947,9.905115
0.134079,0.275342,9.921875
0.122108,0.270553,9.909904
0.126897,0.282524,9.945818
0.141262,0.275342,9.933846
0.129291,0.263370,9.919480
0.114925,0.277736,9.921875
0.126897,0.277736,9.936240
0.114925,0.280130,9.938635
0.131685,0.268159,9.941029
0.122108,0.289707,9.933846
0.134079,0.263370,9.938635
0.114925,0.268159,9.926663
0.105348,0.282524,9.897932
0.112531,0.304073,9.917087
0.114925,0.284919,9.938635
0.105348,0.268159,9.931452
0.131685,0.246610,9.919480
0.134079,0.251399,9.964972
0.129291,0.270553,9.907509
0.122108,0.301679,9.938635
0.124502,0.306467,9.933846
0.136474,0.253793,9.897932
0.102954,0.268159,9.964972
0.136474,0.239427,9.912297
0.134079,0.260976,9.953000
0.126897,0.313650,9.919480
0.129291,0.316044,9.890749
0.105348,0.251399,9.938635
0.105348,0.280130,9.895537
0.129291,0.268159,9.941029
0.129291,0.256187,9.929058
0.129291,0.289707,9.912297
0.122108,0.265765,9.931452
0.122108,0.260976,9.907509
0.131685,0.277736,9.902720
0.119714,0.268159,9.948212
0.117319,0.272947,9.914692
0.126897,0.275342,9.933846
0.124502,0.265765,9.941029
0.138868,0.280130,9.931452
0.126897,0.272947,9.914692
0.131685,0.282524,9.929058
0.122108,0.272947,9.909904
0.126897,0.272947,9.929058
0.122108,0.272947,9.905115
0.129291,0.268159,9.912297
0.117319,0.280130,9.941029
0.122108,0.280130,9.905115
0.122108,0.275342,9.924269
0.117319,0.268159,9.936240
0.129291,0.280130,9.929058
0.124502,0.277736,9.950606
0.122108,0.277736,9.914692
0.122108,0.253793,9.907509
0.102954,0.265765,9.943423
0.124502,0.272947,9.902720
0.136474,0.265765,9.921875
0.112531,0.258582,9.931452
0.098165,0.275342,9.907509
0.124502,0.268159,9.960183
0.112531,0.275342,9.948212
0.136474,0.282524,9.924269
0.442941,0.246610,9.823709
20.044868,3.117346,9.835681
16.142200,3.739857,10.314536
8.190814,-0.284919,9.751882
-0.418998,-3.845205,9.845258
-8.447001,0.117319,9.771035
-9.117398,-0.385478,7.683228
-12.186859,-0.782928,9.579494
-8.339259,-0.191542,9.720756
-5.557112,-0.847573,10.055954
0.100560,0.277736,9.876384
0.189148,0.292102,9.960183
0.189148,0.280130,9.957788
0.169994,0.282524,9.909904
0.143656,0.282524,9.960183
0.143656,0.287313,9.893144
0.169994,0.292102,9.905115
0.169994,0.277736,9.919480
0.148445,0.280130,9.929058
0.155628,0.292102,9.936240
0.158022,0.287313,9.938635
0.143656,0.287313,9.921875
0.143656,0.272947,9.924269
0.160416,0.284919,9.924269
0.148445,0.296890,9.914692
0.138868,0.292102,9.931452
0.155628,0.289707,9.921875
0.153234,0.284919,9.931452
0.162811,0.294496,9.912297
0.153234,0.289707,9.929058
0.146051,0.292102,9.933846
0.153234,0.296890,9.926663
0.146051,0.287313,9.914692
0.150839,0.299284,9.917087
0.146051,0.301679,9.929058
0.131685,0.299284,9.909904
0.158022,0.289707,9.933846
0.138868,0.287313,9.924269
0.150839,0.282524,9.996098
0.153234,0.282524,9.938635
0.167599,0.282524,9.917087
0.146051,0.294496,9.914692
0.160416,0.284919,9.936240
0.153234,0.289707,9.924269
0.146051,0.282524,9.914692
0.169994,0.292102,9.905115
0.162811,0.284919,9.948212
0.148445,0.284919,9.926663
0.160416,0.294496,9.924269
0.150839,0.289707,9.926663
0.162811,0.277736,9.914692
0.162811,0.299284,9.921875
0.160416,0.280130,9.921875
0.131685,0.270553,9.919480
0.153234,0.268159,9.960183
0.153234,0.282524,9.909904
0.148445,0.275342,9.929058
0.160416,0.284919,9.900327
0.160416,0.287313,9.926663
0.155628,0.294496,9.917087
0.141262,0.289707,9.926663
0.143656,0.277736,9.938635
0.153234,0.277736,9.933846
0.146051,0.294496,9.919480
0.165205,0.280130,9.917087
0.148445,0.289707,9.933846
0.131685,0.282524,9.929058
0.148445,0.282524,9.941029
0.155628,0.306467,9.917087
0.158022,0.275342,9.917087
0.148445,0.299284,9.912297
0.155628,0.294496,9.926663
0.155628,0.277736,9.936240
0.124502,0.280130,9.902720
0.167599,0.304073,9.936240
0.153234,0.284919,9.933846
0.148445,0.287313,9.907509
0.153234,0.280130,9.938635
0.158022,0.294496,9.905115
0.169994,0.282524,9.921875
0.158022,0.284919,9.924269
0.158022,0.280130,9.926663
0.160416,0.282524,9.897932
0.158022,0.270553,9.917087
0.169994,0.287313,9.936240
0.162811,0.277736,9.938635
0.150839,0.277736,9.943423
0.155628,0.280130,9.941029
0.148445,0.294496,9.921875
0.153234,0.284919,9.919480
0.150839,0.272947,9.929058
0.153234,0.284919,9.926663
0.148445,0.289707,9.917087
0.148445,0.292102,9.909904
0.162811,0.294496,9.914692
