acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,mag_x,mag_y,mag_z
0.458984375,0.67138671875,9.89501953125,-0.7633587786259541,1.0229007633587786,-1.465648854961832,-47.07421875,46.015625,17.4609375
0.23193359375,0.693359375,9.82421875,-2.4732824427480917,1.0687022900763359,1.4351145038167938,-49.48828125,48.4375,17.4609375
0.38818359375,0.6982421875,9.80712890625,-2.3206106870229006,-0.7480916030534351,0.030534351145038167,-47.07421875,46.015625,18.625
0.3759765625,0.6689453125,9.76318359375,-0.2595419847328244,-2.916030534351145,-0.183206106870229,-49.48828125,46.015625,19.7890625
0.234375,0.61767578125,9.86083984375,-2.3664122137404577,2.1526717557251906,1.8015267175572518,-49.48828125,44.8046875,18.625
0.4296875,0.72509765625,9.75341796875,-0.8091603053435115,-3.66412213740458,1.7862595419847327,-47.07421875,43.59375,16.296875
0.30029296875,0.693359375,9.77294921875,-0.3969465648854962,4.396946564885496,0,-48.28125,44.8046875,17.4609375
0.44189453125,0.771484375,9.69482421875,-1.3587786259541985,-3.877862595419847,-1.618320610687023,-45.8671875,43.59375,18.625
0.28076171875,0.69580078125,9.7998046875,-2.183206106870229,1.7404580152671756,1.1450381679389312,-47.07421875,47.2265625,17.4609375
0.45166015625,0.6103515625,9.94873046875,-2.229007633587786,-6.564885496183206,1.816793893129771,-49.48828125,44.8046875,16.296875
0.24169921875,0.7861328125,9.580078125,-0.8396946564885496,3.66412213740458,-0.7480916030534351,-47.07421875,46.015625,17.4609375
0.4052734375,0.7080078125,9.90478515625,-2.2748091603053435,3.618320610687023,-2.1221374045801524,-45.8671875,47.2265625,15.1328125
0.3173828125,0.66650390625,9.9267578125,-3.2519083969465647,-0.6717557251908397,-1.618320610687023,-48.28125,47.2265625,16.296875
0.26123046875,0.5419921875,10.029296875,-3.3435114503816794,-5.862595419847328,0.7633587786259541,-47.07421875,44.8046875,19.7890625
0.4443359375,0.7421875,9.72412109375,-0.7175572519083969,-4.122137404580153,-3.2671755725190836,-50.6953125,46.015625,16.296875
0.2978515625,0.62744140625,10.1318359375,-1.3740458015267174,-6.076335877862595,-0.32061068702290074,-45.8671875,46.015625,17.4609375
0.458984375,0.654296875,9.87060546875,-1.0381679389312977,-2.5343511450381677,-0.2748091603053435,-48.28125,46.015625,18.625
0.21484375,0.66162109375,9.99267578125,-1.297709923664122,-1.5419847328244274,-0.21374045801526717,-49.48828125,47.2265625,17.4609375
0.5126953125,0.72509765625,9.72412109375,-1.5725190839694656,-0.9770992366412213,-0.6717557251908397,-49.48828125,47.2265625,17.4609375
0.29052734375,0.693359375,9.71923828125,-1.4961832061068703,0.32061068702290074,2.8702290076335877,-50.6953125,47.2265625,15.1328125
0.458984375,0.72021484375,9.80224609375,-0.030534351145038167,5.480916030534351,-1.8473282442748091,-48.28125,46.015625,18.625
0.2978515625,0.61767578125,9.931640625,-1.618320610687023,1.6335877862595418,-1.9389312977099236,-48.28125,46.015625,18.625
0.3662109375,0.72509765625,9.7998046875,-2.900763358778626,-5.206106870229007,-1.5114503816793892,-48.28125,46.015625,17.4609375
0.44189453125,0.625,9.931640625,-1.3587786259541985,2.1526717557251906,-1.3282442748091603,-48.28125,47.2265625,18.625
0.34912109375,0.6982421875,9.87060546875,-1.5114503816793892,-3.66412213740458,0.5038167938931297,-47.07421875,44.8046875,17.4609375
0.390625,0.7177734375,9.82177734375,-1.7404580152671756,-0.015267175572519083,1.5877862595419847,-48.28125,44.8046875,17.4609375
0.2734375,0.61767578125,9.921875,-2.9770992366412212,0.061068702290076333,1.9236641221374045,-47.07421875,48.4375,17.4609375
0.41015625,0.68603515625,9.81689453125,-1.450381679389313,1.7099236641221374,0.2595419847328244,-47.07421875,46.015625,17.4609375
