acc_x,acc_y,acc_z
0.114925,0.270553,9.914692
0.110137,0.253793,9.917087
0.107742,0.270553,9.914692
0.114925,0.251399,9.919480
0.100560,0.253793,9.921875
0.107742,0.258582,9.931452
0.114925,0.256187,9.926663
0.114925,0.251399,9.936240
0.126897,0.265765,9.938635
0.110137,0.246610,9.917087
0.112531,0.246610,9.929058
0.098165,0.258582,9.909904
0.114925,0.258582,9.917087
0.114925,0.256187,9.931452
0.110137,0.275342,9.907509
0.102954,0.244216,9.924269
0.114925,0.258582,9.938635
0.110137,0.249005,9.941029
0.117319,0.263370,9.905115
0.114925,0.260976,9.907509
0.112531,0.270553,9.929058
0.112531,0.256187,9.929058
0.110137,0.258582,9.897932
0.095771,0.260976,9.914692
0.122108,0.244216,9.931452
0.110137,0.268159,9.912297
0.105348,0.258582,9.931452
0.112531,0.260976,9.933846
0.112531,0.251399,9.905115
0.117319,0.265765,9.914692
0.100560,0.251399,9.931452
0.119714,0.244216,9.914692
0.112531,0.272947,9.931452
0.112531,0.275342,9.926663
0.114925,0.268159,9.924269
0.112531,0.263370,9.936240
0.122108,0.280130,9.929058
0.124502,0.258582,9.921875
0.110137,0.253793,9.912297
0.100560,0.246610,9.917087
0.122108,0.268159,9.912297
0.114925,0.253793,9.907509
0.112531,0.270553,9.933846
0.105348,0.260976,9.933846
0.112531,0.265765,9.921875
0.105348,0.249005,9.909904
0.112531,0.260976,9.924269
0.105348,0.263370,9.914692
0.119714,0.260976,9.933846
0.102954,0.256187,9.909904
0.122108,0.258582,9.936240
0.112531,0.265765,9.905115
0.105348,0.249005,9.926663
0.117319,0.258582,9.929058
